#separator:tab
#html:false
What are the solid organs in the abdominal cavity?	Liver, spleen, pancreas, kidneys, and women (in women).
How many mL of blood can be lost as a result of a fracture of the femur shaft?	As much as 500 to 1,000 mL of blood can be lost as a result of this injury.
As much as 500 to 1,000 mL of blood can be lost as a result of this injury.	How many mL of blood can be lost as a result of a fracture of the femur shaft?
Which knee ligaments are most frequently injured?	The ligaments on the medial side of this joint are most frequently injured, typically when the foot is fixed to the ground and the lateral aspect is struck by a heavy object.
The ligaments on the medial side of this joint are most frequently injured, typically when the foot is fixed to the ground and the lateral aspect is struck by a heavy object.	Which knee ligaments are most frequently injured?
What should you do with all suspected knee ligament injuries?	You should always splint all suspected injuries of this type. If you encounter resistance or pain when trying to straighten the limb, splint in the flexed position.
You should always splint all suspected injuries of this type. If you encounter resistance or pain when trying to straighten the limb, splint in the flexed position.	What should you do with all suspected knee ligament injuries?
How significant are knee dislocations?	These are true emergencies that may threaten the limb.
These are true emergencies that may threaten the limb.	How significant are knee dislocations?
What is the most common type of knee dislocations?	Anterior dislocations, which results from extreme hyperextension, are the most common kind of this injury.
Anterior dislocations, which results from extreme hyperextension, are the most common kind of this injury.	What is the most common type of knee dislocations?
What are some possible complications from knee dislocations?	Complications of this type of injury include limb-threatening popliteal artery disruption, injuries to the nerves, and joint instability.
Complications of this type of injury include limb-threatening popliteal artery disruption, injuries to the nerves, and joint instability.	What are some possible complications from knee dislocations?
How should you splint a knee dislocation if the knee is bent and the foot has a good pulse?	In this situation, splint the joint in the bent position.
In this situation, splint the joint in the bent position.	How should you splint a knee dislocation if the knee is bent and the foot has a good pulse?
What may medical control direct you to do on rare occasions with knee dislocations?	In this situation, medical control may direct you realigned a deformed, pulseless limb to reduce compression of the popliteal artery, thus restoring distal circulation.
